--- Relatorio Consolidado de Monstros ---
Total de spawns encontrados: 2827
--------------------------------------------------
Map: //brasilis | ID: 2081 | Name: Strange Hydra
Map: //tha_t08 | ID: 1700 | Name: Dame of Sentinel
Map: //tha_t08 | ID: 1702 | Name: Baroness of Retribution
Map: //tha_t08 | ID: 1704 | Name: Odium of Thanatos
Map: //tha_t08 | ID: 1705 | Name: Despero of Thanatos
Map: //tha_t08 | ID: 1706 | Name: Maero of Thanatos
Map: //tha_t08 | ID: 1707 | Name: Dolor of Thanatos
Map: //tha_t09 | ID: 20779 | Name: Void Mimic
Map: //tha_t09 | ID: 20780 | Name: Book of Death
Map: //tha_t09 | ID: 20781 | Name: Eldest
Map: //tha_t09 | ID: 20782 | Name: Crow Duke
Map: //tha_t09 | ID: 20783 | Name: Crow Braon
Map: //tha_t10 | ID: 20773 | Name: Emphatizer
Map: //tha_t10 | ID: 20774 | Name: Happy Giver
Map: //tha_t10 | ID: 20779 | Name: Void Mimic
Map: //tha_t10 | ID: 20780 | Name: Book of Death
Map: //tha_t10 | ID: 20781 | Name: Eldest
Map: //tha_t11 | ID: 20773 | Name: Emphatizer
Map: //tha_t11 | ID: 20774 | Name: Happy Giver
Map: //tha_t11 | ID: 20776 | Name: Horror of Thanatos
Map: //tha_t11 | ID: 20777 | Name: Resentful of Thanatos
Map: //tha_t11 | ID: 20779 | Name: Void Mimic
Map: //tha_t11 | ID: 20780 | Name: Book of Death
Map: //tha_t11 | ID: 20844 | Name: Pray Giver
Map: //tha_t11 | ID: 20845 | Name: Smile Giver
Map: //tha_t12 | ID: 20775 | Name: Anger of Thanatos
Map: //tha_t12 | ID: 20776 | Name: Horror of Thanatos
Map: //tha_t12 | ID: 20777 | Name: Resentful of Thanatos
Map: //tha_t12 | ID: 20778 | Name: Regret of Thanatos
Map: //tha_t12 | ID: 20780 | Name: Book of Death
Map: //ve_fild06 | ID: 1083 | Name: Shining Plant
Map: //yuno_fild01 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild02 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild03 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild04 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild06 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild07 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild08 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild09 | ID: 2414 | Name: Runaway Book
Map: //yuno_fild12 | ID: 2414 | Name: Runaway Book
Map: abbey01 | ID: 1036 | Name: Ghoul
Map: abbey01 | ID: 1864 | Name: Zombie Slaughter
Map: abbey01 | ID: 1865 | Name: Ragged Zombie
Map: abbey01 | ID: 1866 | Name: Hellhound
Map: abbey01 | ID: 1867 | Name: Banshee
Map: abbey01 | ID: 1869 | Name: Flame Skull
Map: abbey01 | ID: 22269 | Name: Gholast
Map: abbey01 | ID: 23072 | Name: Carnifex
Map: abbey01 | ID: 23073 | Name: Moribundus
Map: abbey01 | ID: 23074 | Name: Cerberon
Map: abbey01 | ID: 23075 | Name: Screalia
Map: abbey01 | ID: 23077 | Name: Pyrocran
Map: abbey02 | ID: 1864 | Name: Zombie Slaughter
Map: abbey02 | ID: 1865 | Name: Ragged Zombie
Map: abbey02 | ID: 1869 | Name: Flame Skull
Map: abbey02 | ID: 1870 | Name: Necromancer
Map: abbey02 | ID: 1871 | Name: Fallen Bishop
Map: abbey02 | ID: 23072 | Name: Carnifex
Map: abbey02 | ID: 23073 | Name: Moribundus
Map: abbey02 | ID: 23077 | Name: Pyrocran
Map: abbey03 | ID: 1867 | Name: Banshee
Map: abbey03 | ID: 1869 | Name: Flame Skull
Map: abbey03 | ID: 1870 | Name: Necromancer
Map: abbey03 | ID: 1873 | Name: Beelzebub
Map: abbey03 | ID: 23075 | Name: Screalia
Map: abbey03 | ID: 23077 | Name: Pyrocran
Map: abyss_01 | ID: 1191 | Name: Mimic
Map: abyss_01 | ID: 1216 | Name: Penomena
Map: abyss_01 | ID: 1699 | Name: Ancient Mimic
Map: abyss_01 | ID: 1714 | Name: Ferus
Map: abyss_01 | ID: 1715 | Name: Novus
Map: abyss_01 | ID: 1717 | Name: Ferus
Map: abyss_01 | ID: 1718 | Name: Novus
Map: abyss_01 | ID: 1721 | Name: Dragon Egg
Map: abyss_01 | ID: 22416 | Name: Illusorym
Map: abyss_01 | ID: 22440 | Name: Phenora
Map: abyss_01 | ID: 22907 | Name: Vestigo
Map: abyss_01 | ID: 22922 | Name: Feritus
Map: abyss_01 | ID: 22923 | Name: Novalyn
Map: abyss_02 | ID: 1191 | Name: Mimic
Map: abyss_02 | ID: 1699 | Name: Ancient Mimic
Map: abyss_02 | ID: 1713 | Name: Acidus
Map: abyss_02 | ID: 1714 | Name: Ferus
Map: abyss_02 | ID: 1715 | Name: Novus
Map: abyss_02 | ID: 1716 | Name: Acidus
Map: abyss_02 | ID: 1718 | Name: Novus
Map: abyss_02 | ID: 1721 | Name: Dragon Egg
Map: abyss_02 | ID: 22416 | Name: Illusorym
Map: abyss_02 | ID: 22907 | Name: Vestigo
Map: abyss_02 | ID: 22921 | Name: Acidium
Map: abyss_02 | ID: 22922 | Name: Feritus
Map: abyss_02 | ID: 22923 | Name: Novalyn
Map: abyss_03 | ID: 1191 | Name: Mimic
Map: abyss_03 | ID: 1699 | Name: Ancient Mimic
Map: abyss_03 | ID: 1713 | Name: Acidus
Map: abyss_03 | ID: 1714 | Name: Ferus
Map: abyss_03 | ID: 1716 | Name: Acidus
Map: abyss_03 | ID: 1717 | Name: Ferus
Map: abyss_03 | ID: 1719 | Name: Detardeurus
Map: abyss_03 | ID: 1720 | Name: Hydrolancer
Map: abyss_03 | ID: 1721 | Name: Dragon Egg
Map: abyss_03 | ID: 22416 | Name: Illusorym
Map: abyss_03 | ID: 22907 | Name: Vestigo
Map: abyss_03 | ID: 22921 | Name: Acidium
Map: abyss_03 | ID: 22922 | Name: Feritus
Map: alb_ship | ID: 2057 | Name: Strange Mouse
Map: alde_dun01 | ID: 1111 | Name: Drainliar
Map: alde_dun01 | ID: 1194 | Name: Arclouze
Map: alde_dun01 | ID: 22342 | Name: Siphylos
Map: alde_dun01 | ID: 22419 | Name: Arclorax
Map: alde_dun02 | ID: 1189 | Name: Orc Archer
Map: alde_dun02 | ID: 1194 | Name: Arclouze
Map: alde_dun02 | ID: 1211 | Name: Brilight
Map: alde_dun02 | ID: 1213 | Name: High Orc
Map: alde_dun02 | ID: 22414 | Name: Orcturion
Map: alde_dun02 | ID: 22419 | Name: Arclorax
Map: alde_dun02 | ID: 22435 | Name: Brilyx
Map: alde_dun02 | ID: 22437 | Name: Orkhaz
Map: alde_dun03 | ID: 1111 | Name: Drainliar
Map: alde_dun03 | ID: 1209 | Name: Cramp
Map: alde_dun03 | ID: 1216 | Name: Penomena
Map: alde_dun03 | ID: 22342 | Name: Siphylos
Map: alde_dun03 | ID: 22434 | Name: Spasmon
Map: alde_dun03 | ID: 22440 | Name: Phenora
Map: alde_dun04 | ID: 1102 | Name: Bathory
Map: alde_dun04 | ID: 1131 | Name: Joker
Map: alde_dun04 | ID: 1179 | Name: Whisper
Map: alde_dun04 | ID: 22333 | Name: Bathyrix
Map: alde_dun04 | ID: 22362 | Name: Jokaris
Map: alde_dun04 | ID: 22406 | Name: Wispra
Map: ama_dun01 | ID: 1401 | Name: Shinobi
Map: ama_dun01 | ID: 1403 | Name: Firelock Soldier
Map: ama_dun01 | ID: 1404 | Name: Miyabi Doll
Map: ama_dun01 | ID: 22614 | Name: Shingari
Map: ama_dun01 | ID: 22616 | Name: Pyrobolt
Map: ama_dun01 | ID: 22617 | Name: Ayamiko
Map: ama_dun02 | ID: 1129 | Name: Horong
Map: ama_dun02 | ID: 1375 | Name: The Paper
Map: ama_dun02 | ID: 1401 | Name: Shinobi
Map: ama_dun02 | ID: 1402 | Name: Poison Toad
Map: ama_dun02 | ID: 1403 | Name: Firelock Soldier
Map: ama_dun02 | ID: 1404 | Name: Miyabi Doll
Map: ama_dun02 | ID: 22360 | Name: Horonix
Map: ama_dun02 | ID: 22588 | Name: Tabulon
Map: ama_dun02 | ID: 22614 | Name: Shingari
Map: ama_dun02 | ID: 22615 | Name: Toxifrog
Map: ama_dun02 | ID: 22616 | Name: Pyrobolt
Map: ama_dun02 | ID: 22617 | Name: Ayamiko
Map: ama_dun03 | ID: 1191 | Name: Mimic
Map: ama_dun03 | ID: 1375 | Name: The Paper
Map: ama_dun03 | ID: 1401 | Name: Shinobi
Map: ama_dun03 | ID: 1403 | Name: Firelock Soldier
Map: ama_dun03 | ID: 1404 | Name: Miyabi Doll
Map: ama_dun03 | ID: 1405 | Name: Tengu
Map: ama_dun03 | ID: 1492 | Name: Samurai Specter
Map: ama_dun03 | ID: 22416 | Name: Illusorym
Map: ama_dun03 | ID: 22588 | Name: Tabulon
Map: ama_dun03 | ID: 22614 | Name: Shingari
Map: ama_dun03 | ID: 22616 | Name: Pyrobolt
Map: ama_dun03 | ID: 22617 | Name: Ayamiko
Map: ama_dun03 | ID: 22618 | Name: Kazephyr
Map: ama_fild01 | ID: 1060 | Name: Bigfoot
Map: ama_fild01 | ID: 1068 | Name: Hydra
Map: ama_fild01 | ID: 1400 | Name: Karakasa
Map: ama_fild01 | ID: 1402 | Name: Poison Toad
Map: ama_fild01 | ID: 1404 | Name: Miyabi Doll
Map: ama_fild01 | ID: 1406 | Name: Kapha
Map: ama_fild01 | ID: 22292 | Name: Goliathus
Map: ama_fild01 | ID: 22613 | Name: Karakuro
Map: ama_fild01 | ID: 22615 | Name: Toxifrog
Map: ama_fild01 | ID: 22617 | Name: Ayamiko
Map: ama_fild01 | ID: 22619 | Name: Kafloom
Map: anthell01 | ID: 1005 | Name: Familiar
Map: anthell01 | ID: 1095 | Name: Andre
Map: anthell01 | ID: 1097 | Name: Ant Egg
Map: anthell01 | ID: 1105 | Name: Deniro
Map: anthell01 | ID: 1121 | Name: Giearth
Map: anthell01 | ID: 1160 | Name: Piere
Map: anthell01 | ID: 1176 | Name: Vitata
Map: anthell01 | ID: 22243 | Name: Umbrion
Map: anthell01 | ID: 22326 | Name: Andril
Map: anthell01 | ID: 22336 | Name: Denirum
Map: anthell01 | ID: 22352 | Name: Gravelax
Map: anthell01 | ID: 22391 | Name: Jesterk
Map: anthell01 | ID: 22403 | Name: Vitolia
Map: anthell02 | ID: 1005 | Name: Familiar
Map: anthell02 | ID: 1095 | Name: Andre
Map: anthell02 | ID: 1097 | Name: Ant Egg
Map: anthell02 | ID: 1105 | Name: Deniro
Map: anthell02 | ID: 1121 | Name: Giearth
Map: anthell02 | ID: 1147 | Name: Maya
Map: anthell02 | ID: 1160 | Name: Piere
Map: anthell02 | ID: 1176 | Name: Vitata
Map: anthell02 | ID: 22243 | Name: Umbrion
Map: anthell02 | ID: 22326 | Name: Andril
Map: anthell02 | ID: 22336 | Name: Denirum
Map: anthell02 | ID: 22352 | Name: Gravelax
Map: anthell02 | ID: 22391 | Name: Jesterk
Map: anthell02 | ID: 22403 | Name: Vitolia
Map: ayo_dun01 | ID: 1036 | Name: Ghoul
Map: ayo_dun01 | ID: 1179 | Name: Whisper
Map: ayo_dun01 | ID: 1586 | Name: Leaf Cat
Map: ayo_dun01 | ID: 1587 | Name: Kraben
Map: ayo_dun01 | ID: 22269 | Name: Gholast
Map: ayo_dun01 | ID: 22406 | Name: Wispra
Map: ayo_dun01 | ID: 22794 | Name: Folivora
Map: ayo_dun01 | ID: 22795 | Name: Kravian
Map: ayo_dun02 | ID: 1179 | Name: Whisper
Map: ayo_dun02 | ID: 1584 | Name: Tamruan
Map: ayo_dun02 | ID: 1587 | Name: Kraben
Map: ayo_dun02 | ID: 1688 | Name: Lady Tanee
Map: ayo_dun02 | ID: 22406 | Name: Wispra
Map: ayo_dun02 | ID: 22792 | Name: Tamuranix
Map: ayo_dun02 | ID: 22795 | Name: Kravian
Map: ayo_fild01 | ID: 1056 | Name: Smokie
Map: ayo_fild01 | ID: 1057 | Name: Yoyo
Map: ayo_fild01 | ID: 1080 | Name: Green Plant
Map: ayo_fild01 | ID: 1104 | Name: Coco
Map: ayo_fild01 | ID: 22288 | Name: Fumajin
Map: ayo_fild01 | ID: 22289 | Name: Yovian
Map: ayo_fild01 | ID: 22335 | Name: Cocovus
Map: ayo_fild02 | ID: 1057 | Name: Yoyo
Map: ayo_fild02 | ID: 1081 | Name: Yellow Plant
Map: ayo_fild02 | ID: 1586 | Name: Leaf Cat
Map: ayo_fild02 | ID: 1587 | Name: Kraben
Map: ayo_fild02 | ID: 22289 | Name: Yovian
Map: ayo_fild02 | ID: 22794 | Name: Folivora
Map: ayo_fild02 | ID: 22795 | Name: Kravian
Map: beach_dun | ID: 1148 | Name: Medusa
Map: beach_dun | ID: 1255 | Name: Nereid
Map: beach_dun | ID: 1256 | Name: Pest
Map: beach_dun | ID: 1264 | Name: Merman
Map: beach_dun | ID: 1583 | Name: Tao Gunka
Map: beach_dun | ID: 22379 | Name: Gorgonax
Map: beach_dun | ID: 22469 | Name: Neritos
Map: beach_dun | ID: 22470 | Name: Pestil
Map: beach_dun | ID: 22478 | Name: Maridox
Map: beach_dun2 | ID: 1068 | Name: Hydra
Map: beach_dun2 | ID: 1255 | Name: Nereid
Map: beach_dun2 | ID: 1274 | Name: Megalith
Map: beach_dun2 | ID: 1278 | Name: Stalactic Golem
Map: beach_dun2 | ID: 1279 | Name: Tri Joint
Map: beach_dun2 | ID: 22469 | Name: Neritos
Map: beach_dun2 | ID: 22488 | Name: Stronos
Map: beach_dun2 | ID: 22492 | Name: Cryolith
Map: beach_dun2 | ID: 22493 | Name: Trisectis
Map: beach_dun3 | ID: 1034 | Name: Thara Frog
Map: beach_dun3 | ID: 1064 | Name: Megalodon
Map: beach_dun3 | ID: 1068 | Name: Hydra
Map: beach_dun3 | ID: 1255 | Name: Nereid
Map: beach_dun3 | ID: 22267 | Name: Tharalux
Map: beach_dun3 | ID: 22296 | Name: Primalith
Map: beach_dun3 | ID: 22469 | Name: Neritos
Map: bif_fild01 | ID: 1992 | Name: Cornus
Map: bif_fild01 | ID: 1994 | Name: Luciola Vespa
Map: bif_fild01 | ID: 2132 | Name: Pom Spider
Map: bif_fild01 | ID: 2133 | Name: Angra Mantis
Map: bif_fild01 | ID: 2136 | Name: Little Fatum
Map: bif_fild01 | ID: 2137 | Name: Miming
Map: bif_fild01 | ID: 23200 | Name: Corvitas
Map: bif_fild01 | ID: 23202 | Name: Vesplux
Map: bif_fild01 | ID: 23315 | Name: Pompkin
Map: bif_fild01 | ID: 23316 | Name: Angris
Map: bif_fild01 | ID: 23319 | Name: Fatemus
Map: bif_fild01 | ID: 23320 | Name: Mimorus
Map: bif_fild02 | ID: 1992 | Name: Cornus
Map: bif_fild02 | ID: 1994 | Name: Luciola Vespa
Map: bif_fild02 | ID: 2132 | Name: Pom Spider
Map: bif_fild02 | ID: 2133 | Name: Angra Mantis
Map: bif_fild02 | ID: 2136 | Name: Little Fatum
Map: bif_fild02 | ID: 2137 | Name: Miming
Map: bif_fild02 | ID: 23200 | Name: Corvitas
Map: bif_fild02 | ID: 23202 | Name: Vesplux
Map: bif_fild02 | ID: 23315 | Name: Pompkin
Map: bif_fild02 | ID: 23316 | Name: Angris
Map: bif_fild02 | ID: 23319 | Name: Fatemus
Map: bif_fild02 | ID: 23320 | Name: Mimorus
Map: c_tower1 | ID: 1102 | Name: Bathory
Map: c_tower1 | ID: 1195 | Name: Rideword
Map: c_tower1 | ID: 1199 | Name: Punk
Map: c_tower1 | ID: 1270 | Name: Clock Tower Manager
Map: c_tower1 | ID: 22333 | Name: Bathyrix
Map: c_tower1 | ID: 22420 | Name: Codexia
Map: c_tower1 | ID: 22424 | Name: Anarkon
Map: c_tower1 | ID: 22484 | Name: Machinarch
Map: c_tower2 | ID: 1191 | Name: Mimic
Map: c_tower2 | ID: 1195 | Name: Rideword
Map: c_tower2 | ID: 1199 | Name: Punk
Map: c_tower2 | ID: 1269 | Name: Clock
Map: c_tower2 | ID: 1270 | Name: Clock Tower Manager
Map: c_tower2 | ID: 1377 | Name: Elder
Map: c_tower2 | ID: 22416 | Name: Illusorym
Map: c_tower2 | ID: 22420 | Name: Codexia
Map: c_tower2 | ID: 22424 | Name: Anarkon
Map: c_tower2 | ID: 22483 | Name: Horologin
Map: c_tower2 | ID: 22484 | Name: Machinarch
Map: c_tower2 | ID: 22590 | Name: Ancien
Map: c_tower3 | ID: 1191 | Name: Mimic
Map: c_tower3 | ID: 1193 | Name: Alarm
Map: c_tower3 | ID: 1195 | Name: Rideword
Map: c_tower3 | ID: 1270 | Name: Clock Tower Manager
Map: c_tower3 | ID: 22416 | Name: Illusorym
Map: c_tower3 | ID: 22418 | Name: Chronus
Map: c_tower3 | ID: 22420 | Name: Codexia
Map: c_tower3 | ID: 22484 | Name: Machinarch
Map: c_tower4 | ID: 1179 | Name: Whisper
Map: c_tower4 | ID: 1191 | Name: Mimic
Map: c_tower4 | ID: 1193 | Name: Alarm
Map: c_tower4 | ID: 1195 | Name: Rideword
Map: c_tower4 | ID: 1269 | Name: Clock
Map: c_tower4 | ID: 1270 | Name: Clock Tower Manager
Map: c_tower4 | ID: 1320 | Name: Owl Duke
Map: c_tower4 | ID: 1377 | Name: Elder
Map: c_tower4 | ID: 22406 | Name: Wispra
Map: c_tower4 | ID: 22416 | Name: Illusorym
Map: c_tower4 | ID: 22418 | Name: Chronus
Map: c_tower4 | ID: 22420 | Name: Codexia
Map: c_tower4 | ID: 22483 | Name: Horologin
Map: c_tower4 | ID: 22484 | Name: Machinarch
Map: c_tower4 | ID: 22590 | Name: Ancien
Map: cmd_fild01 | ID: 1079 | Name: Blue Plant
Map: cmd_fild01 | ID: 1080 | Name: Green Plant
Map: cmd_fild01 | ID: 1083 | Name: Shining Plant
Map: cmd_fild01 | ID: 1118 | Name: Flora
Map: cmd_fild01 | ID: 1687 | Name: Grove
Map: cmd_fild01 | ID: 22349 | Name: Vineria
Map: cmd_fild01 | ID: 22895 | Name: Sylvon
Map: cmd_fild02 | ID: 1073 | Name: Crab
Map: cmd_fild02 | ID: 1074 | Name: Shellfish
Map: cmd_fild02 | ID: 1266 | Name: Aster
Map: cmd_fild02 | ID: 1313 | Name: Mobster
Map: cmd_fild02 | ID: 1317 | Name: Seal
Map: cmd_fild02 | ID: 1391 | Name: Galapago
Map: cmd_fild02 | ID: 22305 | Name: Carapax
Map: cmd_fild02 | ID: 22306 | Name: Skelldra
Map: cmd_fild02 | ID: 22480 | Name: Astralit
Map: cmd_fild02 | ID: 22526 | Name: Mobstrik
Map: cmd_fild02 | ID: 22530 | Name: Seltus
Map: cmd_fild02 | ID: 22604 | Name: Galastro
Map: cmd_fild03 | ID: 1083 | Name: Shining Plant
Map: cmd_fild03 | ID: 1089 | Name: Toad
Map: cmd_fild03 | ID: 1118 | Name: Flora
Map: cmd_fild03 | ID: 1262 | Name: Mutant Dragonoid
Map: cmd_fild03 | ID: 1271 | Name: Alligator
Map: cmd_fild03 | ID: 22349 | Name: Vineria
Map: cmd_fild03 | ID: 22485 | Name: Kaimano
Map: cmd_fild04 | ID: 1073 | Name: Crab
Map: cmd_fild04 | ID: 1074 | Name: Shellfish
Map: cmd_fild04 | ID: 1266 | Name: Aster
Map: cmd_fild04 | ID: 1323 | Name: Sea Otter
Map: cmd_fild04 | ID: 1391 | Name: Galapago
Map: cmd_fild04 | ID: 22305 | Name: Carapax
Map: cmd_fild04 | ID: 22306 | Name: Skelldra
Map: cmd_fild04 | ID: 22480 | Name: Astralit
Map: cmd_fild04 | ID: 22536 | Name: Aquadrin
Map: cmd_fild04 | ID: 22604 | Name: Galastro
Map: cmd_fild06 | ID: 1040 | Name: Golem
Map: cmd_fild06 | ID: 1058 | Name: Metaller
Map: cmd_fild06 | ID: 1081 | Name: Yellow Plant
Map: cmd_fild06 | ID: 22273 | Name: Golmur
Map: cmd_fild06 | ID: 22290 | Name: Metacron
Map: cmd_fild07 | ID: 1073 | Name: Crab
Map: cmd_fild07 | ID: 1074 | Name: Shellfish
Map: cmd_fild07 | ID: 1254 | Name: Raggler
Map: cmd_fild07 | ID: 1266 | Name: Aster
Map: cmd_fild07 | ID: 22305 | Name: Carapax
Map: cmd_fild07 | ID: 22306 | Name: Skelldra
Map: cmd_fild07 | ID: 22468 | Name: Raglithe
Map: cmd_fild07 | ID: 22480 | Name: Astralit
Map: cmd_fild08 | ID: 1040 | Name: Golem
Map: cmd_fild08 | ID: 1081 | Name: Yellow Plant
Map: cmd_fild08 | ID: 1095 | Name: Andre
Map: cmd_fild08 | ID: 1097 | Name: Ant Egg
Map: cmd_fild08 | ID: 1105 | Name: Deniro
Map: cmd_fild08 | ID: 1160 | Name: Piere
Map: cmd_fild08 | ID: 22273 | Name: Golmur
Map: cmd_fild08 | ID: 22326 | Name: Andril
Map: cmd_fild08 | ID: 22336 | Name: Denirum
Map: cmd_fild08 | ID: 22391 | Name: Jesterk
Map: cmd_fild09 | ID: 1058 | Name: Metaller
Map: cmd_fild09 | ID: 1095 | Name: Andre
Map: cmd_fild09 | ID: 1097 | Name: Ant Egg
Map: cmd_fild09 | ID: 1105 | Name: Deniro
Map: cmd_fild09 | ID: 1160 | Name: Piere
Map: cmd_fild09 | ID: 22290 | Name: Metacron
Map: cmd_fild09 | ID: 22326 | Name: Andril
Map: cmd_fild09 | ID: 22336 | Name: Denirum
Map: cmd_fild09 | ID: 22391 | Name: Jesterk
Map: dew_dun01 | ID: 2152 | Name: Comodo
Map: dew_dun01 | ID: 2156 | Name: Leak
Map: dew_dun01 | ID: 23335 | Name: Komodex
Map: dew_dun02 | ID: 2154 | Name: Banaspaty
Map: dew_dun02 | ID: 2155 | Name: Butoijo
Map: dew_dun02 | ID: 23337 | Name: Banaspyr
Map: dew_dun02 | ID: 23338 | Name: Butoxus
Map: dew_fild01 | ID: 1099 | Name: Argiope
Map: dew_fild01 | ID: 2151 | Name: Alnoldi
Map: dew_fild01 | ID: 2153 | Name: Cendrawasih
Map: dew_fild01 | ID: 22330 | Name: Argylla
Map: dew_fild01 | ID: 23334 | Name: Rafflix
Map: dew_fild01 | ID: 23336 | Name: Avispar
Map: dic_dun01 | ID: 2083 | Name: One-Horned Scaraba
Map: dic_dun01 | ID: 2084 | Name: Two-Horned Scaraba
Map: dic_dun01 | ID: 2088 | Name: Scaraba Egg
Map: dic_dun01 | ID: 2089 | Name: Scaraba Egg
Map: dic_dun01 | ID: 23278 | Name: Unicara
Map: dic_dun01 | ID: 23279 | Name: Duocara
Map: dic_dun02 | ID: 2085 | Name: Antler Scaraba
Map: dic_dun02 | ID: 2086 | Name: Rake Scaraba
Map: dic_dun02 | ID: 2087 | Name: Scaraba Queen
Map: dic_dun02 | ID: 2090 | Name: Antler Scaraba Egg
Map: dic_dun02 | ID: 2091 | Name: Rake Scaraba Egg
Map: dic_dun02 | ID: 23280 | Name: Cornix
Map: dic_dun02 | ID: 23281 | Name: Scaurus
Map: dic_fild01 | ID: 1986 | Name: Tatacho
Map: dic_fild01 | ID: 1987 | Name: Centipede
Map: dic_fild01 | ID: 1999 | Name: Centipede Larva
Map: dic_fild01 | ID: 2092 | Name: Dolomedes
Map: dic_fild01 | ID: 23194 | Name: Tachoran
Map: dic_fild01 | ID: 23195 | Name: Centidrax
Map: dic_fild01 | ID: 23206 | Name: Centipax
Map: dic_fild01 | ID: 23287 | Name: Doloma
Map: dic_fild02 | ID: 1986 | Name: Tatacho
Map: dic_fild02 | ID: 1987 | Name: Centipede
Map: dic_fild02 | ID: 1999 | Name: Centipede Larva
Map: dic_fild02 | ID: 2024 | Name: Bradium Golem
Map: dic_fild02 | ID: 2092 | Name: Dolomedes
Map: dic_fild02 | ID: 23194 | Name: Tachoran
Map: dic_fild02 | ID: 23195 | Name: Centidrax
Map: dic_fild02 | ID: 23206 | Name: Centipax
Map: dic_fild02 | ID: 23231 | Name: Bradionite
Map: dic_fild02 | ID: 23287 | Name: Doloma
Map: ecl_fild01 | ID: 23544 | Name: Mendrake
Map: ecl_fild01 | ID: 23545 | Name: Petalia
Map: ecl_fild01 | ID: 2363 | Name: Menblatt
Map: ecl_fild01 | ID: 2364 | Name: Petal
